"","R","lhsgrade_pct","nextGPA","probation_year1","totcredits_year1","male","bpl_north_america","english","age_at_entry","campus"
"17790",0.76,-0.708185057924486,2.20000004768372,0,4.5,0,1,1,19,1
"17791",0.58,0.281851152140987,-0.5,0,4,0,0,1,19,1
"17792",2.31,1.73460105538811,1.97000002861023,0,5,0,1,1,19,1
"17793",0.4,-2.19722457733622,0.699999928474426,0,4,0,1,1,19,3
"17794",0.45,0.447312218043665,-0.059999942779541,0,5,1,1,1,19,1
"17795",0.9,0.281851152140987,1,0,4,0,1,1,18,2
"17796",-0.17,-2.4423470353692,0.25,1,4,0,1,0,19,2
"17797",0.49,0.322773392263051,1.20000004768372,0,4.5,1,1,0,20,1
"17798",0.14,-2.75153531304195,0.559999942779541,0,5,0,1,1,19,2
"17799",0.42,0.447312218043665,0.0499999523162842,0,5,1,0,0,19,1
"17800",1.1,-1.65822807660353,0.979999899864197,0,5,1,1,1,18,1
"17801",-0.16,-3.17805383034795,-0.839999973773956,1,5,1,1,1,19,3
"17803",1.65,0.847297860387203,2.5,0,5,0,1,1,19,1
"17804",2.16,3.17805383034794,1.79999995231628,0,5,0,1,1,19,1
"17805",1.36,0.281851152140987,1.34999990463257,0,5,1,1,1,19,1
"17806",0.99,-0.800119300112113,0.599999904632568,0,4.5,1,1,1,19,1
"17807",-0.25,1.58562726374038,0.5,1,4,0,1,1,18,1
"17808",1.5,0,2.0699999332428,0,5,0,1,1,19,2
"17809",2.04,1.450010175506,1.67999994754791,0,5,0,1,1,19,1
"17810",-0.76,-1.99243016469021,0.730000019073486,1,5,0,1,1,19,3
"17811",-0.9,0,0.809999942779541,1,5,0,1,1,18,1
"17812",0.66,0.800119300112113,0.799999952316284,0,4,1,1,1,18,2
"17813",1.6,-0.75377180237638,0.900000095367432,0,4,0,1,1,18,1
"17814",1.36,-0.944461608840851,0.350000023841858,0,4,0,0,1,19,2
"17815",0.61,-0.281851152140988,1.5,0,5,1,1,0,17,1
"17816",0.84,0.405465108108164,1.20000004768372,0,5.5,0,0,0,18,2
"17817",-0.56,-2.4423470353692,-0.279999971389771,1,4,0,1,1,19,2
"17818",0.82,0.0400053346136992,1.27999997138977,0,5,0,1,1,19,1
"17819",1.12,-1.04596855518269,1.0699999332428,0,4.5,0,1,1,19,1
"17820",0.77,0.532216813747308,1.60000002384186,0,4.5,1,0,1,18,3
"17821",1.93,0.708185057924486,1.61999988555908,0,4.5,0,1,1,19,1
"17822",1.27,1.58562726374038,1,0,5,0,1,0,18,1
"17823",1.07,-1.26566637333128,0.880000114440918,0,5,0,0,1,19,3
"17824",0.44,-1.99243016469021,0.399999976158142,0,4.5,1,1,1,18,3
"17825",1.89,-1.58562726374038,1.01999998092651,0,5,0,1,1,19,1
"17826",-0.07,0.0800427076735366,-0.720000028610229,1,5,1,1,1,19,1
"17827",0.18,0.120144311842063,1.59999990463257,0,5,1,1,1,19,1
"17828",0.1,-0.663294217410264,0.5,0,4,1,1,1,20,1
"17829",1.98,3.89182029811063,2.16000008583069,0,4.5,0,0,0,19,1
"17831",0.7,2.75153531304195,1.20000004768372,0,5,0,1,1,18,1
"17832",0.2,0.241162056816888,2.20000004768372,0,4.5,1,1,0,19,1
"17833",1.6,0.847297860387203,1.65000009536743,0,4,0,1,0,18,1
"17835",0.33,0.944461608840851,1.82999992370605,0,4.5,0,0,0,19,1
"17836",1,0.322773392263051,1.5,0,5,0,1,1,18,1
"17837",0.93,0.447312218043665,1.44000005722046,0,5,0,1,1,19,2
"17838",0.65,0.200670695462151,0.950000047683716,0,5,1,1,0,18,1
"17839",-1,-0.200670695462151,-1.5,1,3.5,1,1,1,19,3
"17840",1.64,-0.847297860387204,2.5,0,4,0,1,0,19,1
"17841",1.65,1.81528996663825,1.67000007629395,0,5,0,1,1,19,1
"17842",0.56,0.489548225318706,0.25,0,5,0,1,1,18,1
"17844",1.24,0.281851152140987,1.29999995231628,0,5,0,1,1,19,1
"17845",0.94,1.09861228866811,1.13000011444092,0,5,0,1,1,18,2
"17846",0.56,-0.994622575144062,0.429999947547913,0,4,0,1,1,20,2
"17847",1.25,-1.81528996663825,1.28999996185303,0,4,0,1,1,19,2
"17848",1.2,0.619039208406224,1.1800000667572,0,4,1,1,1,18,1
"17849",1.31,-0.708185057924486,0.429999947547913,0,5,0,1,0,18,1
"17850",0.25,-3.47609868983527,0.059999942779541,0,4.5,0,1,1,18,3
"17851",0.69,0.160342650075179,1.39999997615814,0,5,0,1,1,19,3
"17853",1.77,2.19722457733622,1.84999990463257,0,4,0,1,1,19,2
"17854",1.03,1.65822807660353,1.45000004768372,0,4,1,1,1,19,1
"17856",1.84,3.89182029811063,1.83999991416931,0,4.5,1,1,1,18,3
"17858",0.81,0.994622575144062,1.69999992847443,0,5,0,1,0,19,3
"17859",-0.72,-3.47609868983527,0.100000023841858,1,4.5,0,1,0,18,3
"17860",2.2,1.73460105538811,1.91000008583069,0,5,1,1,1,19,1
"17861",-0.3,-2.19722457733622,1.20000004768372,1,4,0,1,1,18,2
"17862",0.96,0.663294217410264,0.859999895095825,0,4,0,1,1,19,2
"17863",0.22,-2.09074109693377,0.259999990463257,0,4.5,1,1,1,18,2
"17864",-0.4,-4.59511985013459,0.489999890327454,1,4,0,1,1,18,2
"17865",0.32,-1.04596855518269,-0.649999976158142,0,4.5,1,0,0,18,3
"17866",0.97,-0.800119300112113,0.599999904632568,0,4.5,0,1,1,18,2
"17867",1.95,0.619039208406224,1.83999991416931,0,5,1,1,1,19,3
"17868",1.67,-2.75153531304195,1.63000011444092,0,5,1,1,1,20,2
"17869",1.88,0.200670695462151,1.70999991893768,0,4,0,1,1,19,3
"17870",2.21,1.51634748936809,1.85999989509583,0,5,0,1,1,19,1
"17871",0.69,1.51634748936809,1.10000002384186,0,4,0,0,0,19,3
"17872",1.36,-1.09861228866811,1.39999997615814,0,3.5,1,1,0,19,3
"17873",1.04,0.532216813747308,0.399999976158142,0,5,1,1,0,19,1
"17874",2.26,1.73460105538811,1.98000001907349,0,5,1,1,1,19,1
"17875",-0.96,-1.09861228866811,0.519999861717224,1,5,0,1,0,18,1
"17876",0.92,-0.241162056816888,1.79999995231628,0,4.5,1,1,1,19,1
"17877",0.5,-0.322773392263051,1.82999992370605,0,4,0,1,1,19,2
"17878",-0.15,-0.994622575144062,0.800000071525574,1,4,0,1,1,19,1
"17879",0.59,0.120144311842063,1.20000004768372,0,5,1,1,1,19,2
"17880",0.38,-1.450010175506,0.640000104904175,0,5,1,1,0,19,3
"17881",1.73,1.3249254147436,0.799999952316284,0,5,1,1,0,19,1
"17883",2.12,2.75153531304195,2.5,0,5,0,1,1,19,1
"17884",0.24,-0.322773392263051,1.79999995231628,0,5,0,1,1,19,1
"17885",0.16,0.847297860387203,0.200000047683716,0,4.5,0,1,1,19,3
"17886",0.75,-1.04596855518269,-0.829999983310699,0,4,1,1,1,17,2
"17887",1.5,-0.0800427076735365,0.849999904632568,0,5,1,1,1,19,3
"17888",0.88,-1.81528996663825,-0.240000009536743,0,4.5,1,0,0,19,3
"17889",2.31,2.94443897916644,2.5,0,4,1,1,1,18,1
"17890",0.5,-0.532216813747308,-0.0700000524520874,0,3,0,1,1,18,3
"17891",1.28,0.75377180237638,1.79999995231628,0,5,0,1,1,18,1
"17892",1.08,0,1.79999995231628,0,4,0,0,1,18,1
"17893",1.48,0.160342650075179,1.72000002861023,0,5,1,1,1,19,1
"17894",0.97,-0.847297860387204,0.600000023841858,0,5,0,1,1,18,1
"17895",1.33,0.0400053346136992,1.66000008583069,0,4.5,1,1,1,18,1
"17896",-0.34,-2.09074109693377,0.829999923706055,1,4.5,0,1,1,19,2
"17897",1.44,-0.241162056816888,1.42000007629395,0,4,0,1,1,19,2
"17898",2.33,2.19722457733622,2.5,0,5,0,0,1,17,1
"17899",-0.69,0.241162056816888,0.0700000524520874,1,5,1,1,1,19,2
"17900",-1,-4.59511985013459,-0.709999978542328,1,5,0,0,0,20,3
"17901",-0.96,-3.17805383034795,0.74999988079071,1,5,0,1,1,18,1
"17902",2.5,3.47609868983527,2.5,0,4,0,0,0,20,1
"17903",-0.85,-3.47609868983527,0.669999957084656,1,4,0,0,1,20,3
"17905",1.44,-0.363965377201412,2.1800000667572,0,5,1,1,1,18,1
"17906",-0.77,-0.994622575144062,-0.600000023841858,1,4,0,1,0,20,3
"17907",0.81,0.708185057924486,-0.200000047683716,0,5,0,1,1,18,3
"17908",0.4,0,0.199999928474426,0,4.5,1,1,0,19,1
"17909",0.23,0.322773392263051,1.24999988079071,0,5,1,1,0,18,1
"17910",2.18,0.708185057924486,2.20000004768372,0,4,0,1,1,19,1
"17911",1.43,-0.619039208406224,1.45000004768372,0,4,1,1,1,19,2
"17912",0.76,-0.708185057924486,1.4300000667572,0,5,0,1,1,17,2
"17913",1.03,1.04596855518269,1.96000003814697,0,5,0,1,1,18,1
"17914",2.24,3.89182029811063,2.24000000953674,0,5,0,1,1,19,2
"17915",1.18,0.120144311842063,1.70000004768372,0,4,0,1,1,18,2
"17916",-0.65,1.99243016469021,-1.60000002384186,1,5,1,1,0,19,1
"17918",0.61,1.26566637333128,0.990000009536743,0,5,1,1,0,19,1
"17919",0.97,0.322773392263051,1.4799998998642,0,5,0,1,1,18,1
"17921",0.72,-2.75153531304195,1.63999998569489,0,5,1,1,1,18,1
"17922",0.92,1.26566637333128,0.200000047683716,0,4,0,0,0,19,1
"17923",0.94,0.241162056816888,1.5,0,4,0,1,1,19,1
"17924",1.58,2.31363492918063,2.01999998092651,0,4,0,1,1,18,1
"17925",1.68,0.944461608840851,1.8199999332428,0,4.5,0,0,0,18,1
"17926",0.14,-0.575364144903562,2,0,4,1,0,0,18,1
"17927",1.76,1.04596855518269,1.90000009536743,0,5,0,1,1,19,3
"17929",-1.14,-4.59511985013459,-1.10000002384186,1,4,0,0,0,19,2
"17930",2.08,3.17805383034794,2.5,0,5,0,1,1,18,1
"17931",1.64,1.65822807660353,1.77999997138977,0,5,0,1,1,18,3
"17932",1.74,1.58562726374038,2.34999990463257,0,5,1,1,1,19,1
"17933",0.76,-0.944461608840851,0.240000009536743,0,5,0,1,0,19,3
"17934",-0.41,-1.65822807660353,-0.779999971389771,1,5,0,1,1,20,2
"17935",-0.37,0,0.859999895095825,1,4,0,1,1,19,3
"17936",-0.16,-1.58562726374038,1.39999997615814,1,3.5,0,1,0,19,3
"17937",-0.15,-1.65822807660353,0.75,1,4,0,1,1,18,2
"17939",1.97,-1.90095876119305,1.19999992847443,0,4,0,1,1,19,1
"17940",2.34,2.44234703536921,2.40000009536743,0,5,0,1,1,19,3
"17941",2.32,1.90095876119305,2.09999990463257,0,5,0,1,1,17,2
"17942",0.7,1.04596855518269,1.76999998092651,0,5,0,1,1,19,1
"17944",2.11,2.58668934409794,1.96000003814697,0,5,1,1,1,18,3
"17945",0.95,-2.94443897916644,-1.5,0,4,1,1,1,21,2
"17946",1.75,0.0800427076735366,2.03000020980835,0,5,1,1,1,17,1
"17947",0.93,-1.3249254147436,0.460000038146973,0,5,0,1,1,19,3
"17948",1.29,-0.0800427076735365,-0.200000047683716,0,5,0,1,1,19,1
"17949",-1.15,-1.65822807660353,0.100000023841858,1,4.5,1,0,0,19,2
"17951",1.91,-1.09861228866811,1.50999987125397,0,4,1,1,1,18,1
"17952",1.96,-0.619039208406224,1.54000008106232,0,4.5,1,1,1,18,3
"17953",1.33,0.619039208406224,0.769999980926514,0,5,0,1,1,19,1
"17954",0.73,-1.99243016469021,0.350000023841858,0,4.5,0,1,1,19,2
"17955",0.25,-0.944461608840851,0.450000047683716,0,4,0,1,0,19,1
"17956",1.58,0.708185057924486,2.5,0,5,1,1,1,17,1
"17957",1.92,5.29330482472449,2.24000000953674,0,5,0,1,1,19,1
"17958",0.84,-0.944461608840851,0.940000057220459,0,5,1,1,1,19,1
"17959",0.05,-1.38629436111989,-0.269999980926514,0,4.5,0,1,1,19,1
"17960",2.07,2.94443897916644,1.96000003814697,0,5,0,1,0,18,1
"17961",0.38,-1.81528996663825,-0.5,0,4,0,0,0,19,1
"17962",1.29,1.58562726374038,2.1800000667572,0,5,0,1,1,17,1
"17963",0.78,1.90095876119305,0.5,0,4.5,1,1,0,19,1
"17964",1.48,1.450010175506,0.950000047683716,0,4.5,1,1,1,19,2
"17965",-0.88,-1.73460105538811,1.5,1,4,1,0,0,19,1
"17966",-0.36,0,0.199999928474426,1,3.5,0,0,0,20,3
"17967",-0.25,-1.73460105538811,0.539999961853027,1,4,0,1,1,19,3
"17968",2.25,2.94443897916644,2.5,0,4,0,0,0,18,1
"17969",0.09,-2.4423470353692,0.789999961853027,0,4,0,1,1,20,1
"17970",1.83,2.44234703536921,2.46000003814697,0,5,1,1,1,19,1
"17971",-0.38,-0.241162056816888,1.48000001907349,1,4,1,1,1,19,1
"17972",0.4,-1.20831120592453,-0.200000047683716,0,4.5,0,1,1,18,2
"17973",1.48,1.15267950993839,0.869999885559082,0,5,1,1,1,19,1
"17975",2.21,1.450010175506,2.09999990463257,0,5,1,1,1,19,3
"17976",1.64,1.20831120592453,2.15000009536743,0,4,0,0,0,17,1
"17977",0.16,-2.58668934409794,0.209999918937683,0,4,1,1,0,19,1
"17978",0.35,-0.241162056816888,0.509999990463257,0,5,0,1,1,19,2
"17980",0.44,-4.59511985013459,0.630000114440918,0,5,1,1,1,20,1
"17981",2.01,0.0800427076735366,2,0,5,0,1,0,19,1
"17982",1.47,-0.0800427076735365,0.389999985694885,0,5,1,0,1,17,3
"17983",2.29,1.09861228866811,1.13999998569489,0,4,1,1,0,19,1
"17984",0.73,-0.944461608840851,1.10000002384186,0,4.5,0,1,1,19,3
"17985",0.51,-1.51634748936809,1.02999997138977,0,5,1,1,1,19,2
"17986",1.6,1.81528996663825,1.5,0,4,0,1,0,19,1
"17987",1.56,-0.532216813747308,0.399999976158142,0,4,0,1,1,19,3
"17988",1.18,0.281851152140987,0.059999942779541,0,4.5,0,1,1,18,3
"17989",1.28,-2.09074109693377,1.5,0,4,0,1,0,18,2
"17990",1.35,0.241162056816888,1.5,0,4,0,1,1,19,1
"17991",1.38,-1.65822807660353,0.399999976158142,0,3,1,1,0,19,3
"17992",1.74,0.895384047054841,1.96999990940094,0,5,1,1,1,19,1
"17993",1.89,2.31363492918063,2.09999990463257,0,4.5,0,1,1,18,1
"17994",2.04,3.89182029811063,2.03999996185303,0,5,1,1,1,18,1
"17995",2.3,2.19722457733622,2.11999988555908,0,4.5,1,0,1,19,1
"17996",-0.1,0.241162056816888,0.429999947547913,1,5,0,0,0,19,1
"17997",1.44,-1.20831120592453,1.57999992370605,0,4,0,1,0,18,2
"17998",0.42,-0.405465108108164,1.37999999523163,0,4,0,1,1,20,1
"17999",1.89,0.281851152140987,1.37999999523163,0,5,0,1,1,19,3
"18000",2.04,1.51634748936809,2.5,0,5,0,1,1,18,1
"18001",2.43,-0.0800427076735365,2.22000002861023,0,4,0,0,0,19,3
"18002",0.13,-1.90095876119305,0.869999885559082,0,4.5,1,1,1,18,3
"18003",1.71,0.489548225318706,1.5,0,4.5,0,1,1,19,2
"18004",2.3,2.31363492918063,1.64999997615814,0,5,1,1,1,18,1
"18005",0.7,-1.450010175506,0.699999928474426,0,4.5,1,1,0,19,3
"18006",1.22,1.51634748936809,1.70000004768372,0,5,1,1,0,19,1
"18007",1.5,-0.619039208406224,1.40000009536743,0,5,0,1,1,19,1
"18008",1.34,-0.619039208406224,-0.059999942779541,0,5,1,1,1,19,1
"18009",0.72,-1.15267950993839,-0.5,0,5,0,1,1,18,2
"18010",2.15,0.619039208406224,1.10000002384186,0,4,0,1,1,17,3
"18011",2.12,2.75153531304195,2.25,0,5,1,1,1,19,1
"18013",0.89,0.281851152140987,0.960000038146973,0,5,1,1,1,19,1
"18014",1.41,-0.447312218043665,1.12000000476837,0,4.5,0,1,1,19,1
"18015",0.4,-1.58562726374038,-0.600000023841858,0,4.5,0,1,0,18,3
"18016",1.1,-1.81528996663825,-1.60000002384186,0,3,1,1,0,19,3
"18017",0.92,-2.09074109693377,0.580000042915344,0,5,0,1,1,18,3
"18018",-0.1,0.663294217410264,1.03000009059906,1,5,0,1,1,19,2
"18019",1.18,0.489548225318706,1.83999991416931,0,4,0,1,0,19,1
"18020",1.78,1.51634748936809,1.97000002861023,0,5,1,1,1,18,1
"18021",0.8,1.04596855518269,1.5,0,4,1,1,1,17,1
"18022",0.53,0.847297860387203,-1.20000004768372,0,3.5,1,1,0,18,3
"18023",1.76,0.619039208406224,1.6800000667572,0,5,0,1,1,19,2
"18024",0.34,-2.4423470353692,-0.900000035762787,0,5,0,1,1,19,3
"18025",-0.34,-4.59511985013459,-1.5,1,4.5,0,0,0,19,2
"18026",0.12,-1.04596855518269,0.299999952316284,0,4.5,1,1,0,17,1
"18027",-0.35,-0.619039208406224,0.200000047683716,1,3.5,0,1,1,18,3
"18028",-0.07,-2.94443897916644,0.25,1,4,0,1,1,18,2
"18030",0.5,-0.944461608840851,0,0,4,0,0,1,18,3
"18031",1.98,1.20831120592453,2.20000004768372,0,5,1,1,1,19,1
"18032",1.74,0.847297860387203,1.96999990940094,0,5,1,1,0,20,1
"18033",1.74,1.3249254147436,2.07999992370605,0,5,0,1,1,18,1
"18034",1.4,0.241162056816888,1.40000009536743,0,5,0,1,1,19,1
"18035",2.12,2.19722457733622,2.5,0,4,0,1,1,21,1
"18036",0.8,-1.15267950993839,-0.930000007152557,0,4.5,0,1,1,17,2
"18037",0.53,0.663294217410264,1.20000004768372,0,5,0,1,1,19,2
"18038",1.66,-1.65822807660353,1.3199999332428,0,5,0,1,0,19,1
"18039",2.38,1.90095876119305,2.14000010490417,0,5,0,1,1,19,1
"18040",2.18,0.619039208406224,2.15000009536743,0,5,0,1,1,21,3
"18042",-0.22,-0.322773392263051,1.33000004291534,1,5,0,1,1,19,3
"18043",1.46,0.575364144903562,0.949999928474426,0,5,1,0,0,19,1
"18044",0.12,0.575364144903562,0.100000023841858,0,4.5,0,1,1,18,3
"18045",0.91,-0.75377180237638,1.61000001430511,0,4.5,0,1,1,18,3
"18046",1.19,-0.663294217410264,2.09999990463257,0,4.5,1,1,1,20,3
"18047",1.59,-0.363965377201412,1.20000004768372,0,4.5,1,1,1,18,1
"18048",-0.82,-2.09074109693377,1.5,1,4,0,0,0,19,1
"18049",1.3,-2.09074109693377,-0.149999976158142,0,4,0,0,1,20,1
"18050",2.38,2.75153531304195,2.41000008583069,0,5,1,0,0,17,1
"18051",1.1,2.09074109693377,0.700000047683716,0,5,0,1,1,19,1
"18052",0.68,-0.241162056816888,-0.330000042915344,0,4,0,1,1,19,1
"18053",1.33,1.58562726374038,0.799999952316284,0,5,1,1,1,19,2
"18054",0.5,-0.0800427076735365,0.559999942779541,0,5,0,1,1,19,2
"18055",1.97,1.15267950993839,2.40000009536743,0,5,0,1,1,17,1
"18056",1.99,2.31363492918063,1.46000003814697,0,5,0,1,0,19,1
"18057",1.38,-0.241162056816888,0.5,0,5,0,1,0,19,2
"18058",1.76,-0.619039208406224,1.77999997138977,0,5,0,1,1,19,1
"18060",1.58,-1.450010175506,2.20000004768372,0,4,0,1,1,18,2
"18061",2.27,2.44234703536921,2.14000010490417,0,5,0,1,0,17,1
"18063",2.34,1.450010175506,2.5,0,4,0,1,0,18,1
"18064",0.02,-0.489548225318706,-0.450000047683716,0,5,0,1,1,19,1
"18065",0.98,-0.944461608840851,0.979999899864197,0,5,0,1,1,19,3
"18066",0.49,-0.619039208406224,1.39999997615814,0,4,0,1,1,19,3
"18067",1.1,0.619039208406224,1.17000007629395,0,5,0,1,1,18,1
"18068",-0.6,-1.73460105538811,-0.129999995231628,1,3,0,1,0,19,3
"18069",1.24,2.09074109693377,1.14000010490417,0,5,0,0,0,19,1
"18070",1.93,-1.09861228866811,2.80000019073486,0,4,1,1,1,18,2
"18072",1.1,-0.532216813747308,1.20000004768372,0,4,0,1,1,18,1
"18073",2.44,5.29330482472449,2.44000005722046,0,5,1,1,1,19,1
"18075",1.97,2.75153531304195,2.20000004768372,0,5,0,1,1,19,1
"18076",-0.36,-4.59511985013459,0.740000009536743,1,4.5,0,1,1,20,1
"18077",-1.41,-1.73460105538811,-1.5,1,4.5,0,1,1,18,1
"18078",0.47,0.75377180237638,-0.200000047683716,0,4,0,1,0,19,1
"18080",1.91,0.405465108108164,2.5,0,5,1,1,1,19,1
"18081",0.13,-1.58562726374038,0.0499999523162842,0,4,1,1,1,18,1
"18082",1.3,2.58668934409794,1.39999997615814,0,5,1,1,1,17,1
"18083",1.67,-0.489548225318706,1.23000001907349,0,4,0,1,1,18,2
"18084",0.83,1.99243016469021,0.470000028610229,0,5,0,1,1,19,1
"18085",1.74,1.90095876119305,1.70000004768372,0,4,0,1,1,19,1
"18089",0.44,-3.17805383034795,0.330000042915344,0,4.5,1,1,1,18,3
"18090",1.38,0.241162056816888,1.39999997615814,0,5,0,1,1,19,3
"18091",0.7,-0.532216813747308,0.5,0,5,0,1,1,19,1
"18092",-0.31,-0.944461608840851,1.79999995231628,1,4,1,1,1,19,2
"18093",0.12,-0.944461608840851,1.54999995231628,0,4.5,0,1,1,19,2
"18094",1.43,0.532216813747308,1.50999999046326,0,4.5,1,1,1,19,1
"18095",0.63,0.405465108108164,1.65000009536743,0,4,0,1,1,19,1
"18096",1.74,-0.241162056816888,2.07999992370605,0,4,1,0,0,18,1
"18097",1.9,2.31363492918063,1.26999998092651,0,5,0,1,1,18,1
"18098",1.1,0.241162056816888,0.710000038146973,0,5,0,1,0,18,1
"18099",1.3,2.09074109693377,0.869999885559082,0,5,1,1,1,18,1
"18100",2.08,5.29330482472449,2.0699999332428,0,5,1,1,1,19,1
"18101",0.58,-2.94443897916644,0.490000009536743,0,4,1,0,1,20,2
"18102",-0.51,-1.90095876119305,-0.75,1,3,1,1,1,20,3
"18104",0.44,-1.51634748936809,0.699999928474426,0,4,1,1,0,19,1
"18105",0.7,1.09861228866811,2.04999995231628,0,5,1,1,1,18,1
"18106",1.67,1.450010175506,2.20000004768372,0,5,0,1,1,18,1
"18107",-0.98,-0.944461608840851,0,1,4,0,0,1,19,3
"18108",1.3,2.94443897916644,1.34999990463257,0,4.5,1,1,1,19,1
"18109",1.98,2.75153531304195,1.91000008583069,0,5,1,1,1,19,1
"18110",0.1,-0.800119300112113,0.599999904632568,0,4.5,1,1,0,19,2
"18111",0.62,-0.281851152140988,1.5,0,5,0,1,0,19,1
"18112",0.8,-1.450010175506,1.15000009536743,0,5,0,1,1,18,2
"18113",0.96,-3.47609868983527,1.86999988555908,0,5,1,1,1,18,2
"18114",0.74,0.575364144903562,0.710000038146973,0,5,1,1,1,18,1
"18116",1.76,1.09861228866811,2.1800000667572,0,5,0,1,0,19,1
"18117",0.94,0.0800427076735366,0.360000014305115,0,5,0,1,1,19,1
"18118",0.34,0.160342650075179,1.5,0,5,0,1,1,18,1
"18119",1.64,-0.281851152140988,1.73000001907349,0,4,0,1,0,18,2
"18120",1.26,0.895384047054841,1.20000004768372,0,5,0,1,0,19,1
"18121",0.24,-0.619039208406224,0.769999980926514,0,5,0,1,1,18,1
"18123",1.53,-0.663294217410264,1.79999995231628,0,4,0,1,0,19,1
"18124",-1.17,-4.59511985013459,-1.5,1,4.5,0,1,1,19,2
"18125",-0.47,-0.708185057924486,-0.900000035762787,1,4,0,0,0,19,3
"18126",1.81,0.241162056816888,1.75999999046326,0,4,0,1,1,19,1
"18127",1.29,1.3249254147436,1.03999996185303,0,5,0,1,1,17,3
"18128",0.96,-1.99243016469021,0.980000019073486,0,5,0,1,1,20,1
"18129",2.08,2.19722457733622,1.54000008106232,0,5,0,1,0,19,1
"18130",0.65,0.800119300112113,1.46000003814697,0,4.5,0,1,1,19,1
"18132",2.7,5.29330482472449,2.80000019073486,0,5,1,0,0,17,1
"18133",2.47,3.17805383034794,2.5,0,4.5,0,1,1,18,1
"18134",1.18,1.15267950993839,1.80999994277954,0,5,0,1,1,19,1
"18135",1,-0.281851152140988,0.299999952316284,0,5,0,1,1,18,3
"18136",0.62,-1.81528996663825,0.759999990463257,0,5,0,1,0,19,1
"18137",-0.07,-2.19722457733622,1.5,1,4,1,1,0,19,1
"18138",0.79,-3.17805383034795,1.39999997615814,0,4,0,1,1,18,3
"18139",0.7,-1.20831120592453,0.200000047683716,0,5,0,1,1,19,2
"18140",0.54,-3.17805383034795,0.100000023841858,0,4.5,0,0,0,19,1
"18142",2.01,1.04596855518269,2.03999996185303,0,5,1,1,1,18,1
"18143",-0.32,-0.241162056816888,-1.5,1,4.5,1,1,1,18,1
"18144",0.14,-1.450010175506,0.370000004768372,0,5,0,1,1,19,1
"18145",1.98,1.26566637333128,1.98000001907349,0,5,0,1,0,18,1
"18146",2.22,0.489548225318706,2.20000004768372,0,5,0,1,1,19,1
"18147",0.76,2.44234703536921,0,0,5,0,1,1,18,1
"18148",2.5,3.17805383034794,2.5,0,5,1,1,1,19,1
"18149",-0.38,-0.363965377201412,-1.5,1,4,1,1,1,18,1
"18150",-0.22,0.944461608840851,-0.800000011920929,1,4.5,1,1,1,19,1
"18151",0.69,0.447312218043665,0.660000085830688,0,5,1,1,1,19,1
"18152",0.38,-4.59511985013459,0.299999952316284,0,4,1,1,1,18,3
"18154",0.74,-2.94443897916644,0.699999928474426,0,4,0,1,1,18,3
"18156",1.8,1.81528996663825,1.72000002861023,0,5,0,1,1,19,3
"18157",0.32,-4.59511985013459,1.59999990463257,0,4,1,0,0,21,1
"18158",0.98,0.532216813747308,0.149999976158142,0,5,0,1,1,19,1
"18160",1.14,0.241162056816888,1.6599999666214,0,5,1,1,1,18,3
"18161",-0.02,-1.73460105538811,0.5,1,5,1,1,1,20,2
"18163",1.98,0.200670695462151,2.40000009536743,0,4,0,1,0,18,1
"18165",0.87,-0.241162056816888,0.799999952316284,0,4.5,1,1,1,19,2
"18166",0.4,-0.160342650075179,-0.5,0,4,1,1,1,18,1
"18168",2.31,4.59511985013459,2.26999998092651,0,5,0,1,1,18,2
"18169",1.77,2.19722457733622,0.100000023841858,0,4.5,1,1,1,18,2
"18170",1.5,0.322773392263051,1.44000005722046,0,5,1,1,1,19,1
"18171",1.07,-0.532216813747308,1.4099999666214,0,3,0,1,0,18,3
"18172",0.8,-0.944461608840851,1.10000002384186,0,4,0,1,1,17,3
"18173",0.43,-0.663294217410264,0.210000038146973,0,5,1,1,1,18,3
"18174",1,-1.15267950993839,0.5,0,4,0,1,1,19,1
"18175",0.54,-1.450010175506,1.39999997615814,0,4,1,0,0,19,3
"18176",0.87,-2.94443897916644,0.350000023841858,0,4,0,1,1,19,2
"18177",0.18,-0.160342650075179,-0.839999973773956,0,4,1,1,0,19,1
"18178",1.76,-0.489548225318706,1.5,0,4,1,1,1,19,1
"18179",0.36,-2.94443897916644,1.08000004291534,0,4,1,0,0,18,3
"18181",1.15,-1.81528996663825,1.25999999046326,0,4,0,1,1,19,1
"18182",1.8,-1.51634748936809,1.53999996185303,0,3,1,1,1,19,3
"18183",0.68,-0.363965377201412,1.75999999046326,0,5,0,1,1,19,2
"18184",1.53,1.51634748936809,0.399999976158142,0,5,0,1,1,18,1
"18185",1.36,3.89182029811063,1.47000002861023,0,5,0,1,1,18,1
"18186",0.78,2.58668934409794,1.03999996185303,0,5,0,1,1,18,1
"18188",1,-1.09861228866811,0.5,0,4,1,1,0,19,1
"18189",0.7,1.38629436111989,-0.600000023841858,0,5,1,1,1,19,1
